VMP_NM|DATE_FROM|DATE_TO|VERSION
Enoxaparin sodium 150mg/1ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Enoxaparin sodium 20mg/0.2ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Enoxaparin sodium 300mg/3ml solution for injection vials|2018-11-07|2018-11-07|1
Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Enoxaparin sodium 60mg/0.6ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Enoxaparin sodium 80mg/0.8ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Entacapone 200mg tablets|2018-11-07|2018-11-07|1
Ephedrine 0.5% nasal drops|2018-11-07|2018-11-07|1
Ephedrine 1% nasal drops|2018-11-07|2018-11-07|1
Ephedrine 30mg/10ml solution for injection ampoules|2018-11-07|2018-11-07|1
Ephedrine 30mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Ephedrine hydrochloride 15mg / Chlorphenamine 10mg tablets|2018-11-07|2018-11-07|1
Ephedrine hydrochloride 15mg tablets|2018-11-07|2018-11-07|1
Ephedrine hydrochloride 30mg tablets|2018-11-07|2018-11-07|1
Epinastine 500micrograms/ml eye drops|2018-11-07|2018-11-07|1
Eplerenone 25mg tablets|2018-11-07|2018-11-07|1
Eplerenone 50mg tablets|2018-11-07|2018-11-07|1
Epoetin alfa 1,000units/0.5ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin alfa 2,000units/0.5ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin alfa 3,000units/0.3ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin alfa 4,000units/0.4ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin alfa 6,000units/0.6ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin beta 10,000units/0.6ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin beta 2,000units/0.3ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin beta 20,000units/0.6ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin beta 3,000units/0.3ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin beta 30,000units/0.6ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin beta 4,000units/0.3ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin beta 5,000units/0.3ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin beta 500units/0.3ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Epoetin beta 6,000units/0.3ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Eprosartan 300mg tablets|2018-11-07|2018-11-07|1
Eprosartan 400mg tablets|2018-11-07|2018-11-07|1
Eprosartan 600mg tablets|2018-11-07|2018-11-07|1
Erdosteine 300mg capsules|2018-11-07|2018-11-07|1
Ergocalciferol 1.25mg capsules|2018-11-07|2018-11-07|1
Ergocalciferol 12.5microgram tablets|2018-11-07|2018-11-07|1
Ergocalciferol 125microgram tablets|2018-11-07|2018-11-07|1
Ergocalciferol 250microgram tablets|2018-11-07|2018-11-07|1
Ergocalciferol 3,000units/ml oral solution|2018-11-07|2018-11-07|1
Ergocalciferol 300,000units/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Ergometrine 500micrograms/1ml / Oxytocin 5units/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Ergotamine 1mg / Caffeine 100mg tablets|2018-11-07|2018-11-07|1
Erlotinib 25mg tablets|2018-11-07|2018-11-07|1
Ertapenem 1g powder for solution for infusion vials|2018-11-07|2018-11-07|1
Erythromycin 2% solution|2018-11-07|2018-11-07|1
Erythromycin 250mg gastro-resistant capsules|2018-11-07|2018-11-07|1
Erythromycin 250mg gastro-resistant tablets|2018-11-07|2018-11-07|1
Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion|2018-11-07|2018-11-07|1
Erythromycin ethyl succinate 125mg/5ml oral suspension|2018-11-07|2018-11-07|1
Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Erythromycin ethyl succinate 250mg/5ml oral suspension|2018-11-07|2018-11-07|1
Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Erythromycin ethyl succinate 500mg tablets|2018-11-07|2018-11-07|1
Erythromycin ethyl succinate 500mg/5ml oral suspension|2018-11-07|2018-11-07|1
Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Erythromycin stearate 250mg tablets|2018-11-07|2018-11-07|1
Erythromycin stearate 500mg tablets|2018-11-07|2018-11-07|1
Escitalopram 10mg tablets|2018-11-07|2018-11-07|1
Escitalopram 20mg tablets|2018-11-07|2018-11-07|1
Escitalopram 20mg/ml oral drops sugar free|2018-11-07|2018-11-07|1
Escitalopram 5mg tablets|2018-11-07|2018-11-07|1
Eslicarbazepine 200mg tablets|2018-11-07|2018-11-07|1
Eslicarbazepine 800mg tablets|2018-11-07|2018-11-07|1
Esomeprazole 10mg gastro-resistant granules sachets|2018-11-07|2018-11-07|1
Esomeprazole 20mg gastro-resistant capsules|2018-11-07|2018-11-07|1
Esomeprazole 20mg gastro-resistant tablets|2018-11-07|2018-11-07|1
Esomeprazole 40mg gastro-resistant capsules|2018-11-07|2018-11-07|1
Esomeprazole 40mg gastro-resistant tablets|2018-11-07|2018-11-07|1
Esomeprazole 40mg powder for solution for injection vials|2018-11-07|2018-11-07|1
Estradiol 0.06% gel (750microgram per actuation)|2018-11-07|2018-11-07|1
Estradiol 1.5mg / Nomegestrol 2.5mg tablets|2018-11-07|2018-11-07|1
Estradiol 100micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Estradiol 10microgram pessaries|2018-11-07|2018-11-07|1
Estradiol 1mg / Drospirenone 2mg tablets|2018-11-07|2018-11-07|1
Estradiol 1mg / Dydrogesterone 5mg tablets|2018-11-07|2018-11-07|1
Estradiol 1mg / Norethisterone acetate 500microgram tablets|2018-11-07|2018-11-07|1
Estradiol 1mg gel sachets|2018-11-07|2018-11-07|1
Estradiol 1mg tablets|2018-11-07|2018-11-07|1
Estradiol 25microgram pessaries|2018-11-07|2018-11-07|1
Estradiol 25micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Estradiol 2mg / Norethisterone acetate 1mg tablets|2018-11-07|2018-11-07|1
Estradiol 2mg tablets|2018-11-07|2018-11-07|1
Estradiol 37.5micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Estradiol 40micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Estradiol 500microgram gel sachets|2018-11-07|2018-11-07|1
Estradiol 500micrograms / Dydrogesterone 2.5mg tablets|2018-11-07|2018-11-07|1
Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Estradiol 50micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Estradiol 7.5micrograms/24hours vaginal delivery system|2018-11-07|2018-11-07|1
Estradiol 75micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Estradiol 80micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets|2018-11-07|2018-11-07|1
Estradiol valerate 1mg / Medroxyprogesterone 5mg tablets|2018-11-07|2018-11-07|1
Estradiol valerate 1mg tablets|2018-11-07|2018-11-07|1
Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets|2018-11-07|2018-11-07|1
Estradiol valerate 2mg / Norethisterone 700microgram tablets|2018-11-07|2018-11-07|1
Estradiol valerate 2mg tablets|2018-11-07|2018-11-07|1
Estramustine 140mg capsules|2018-11-07|2018-11-07|1
Estriol 0.01% cream with applicator|2018-11-07|2018-11-07|1
Estriol 0.1% cream|2018-11-07|2018-11-07|1
Estriol 500microgram pessaries|2018-11-07|2018-11-07|1
Etamsylate 500mg tablets|2018-11-07|2018-11-07|1
Etanercept 25mg powder and solvent for solution for injection vials|2018-11-07|2018-11-07|1
Etanercept 25mg/0.5ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Ethambutol 100mg tablets|2018-11-07|2018-11-07|1
Ethambutol 400mg tablets|2018-11-07|2018-11-07|1
Ethanol 90% including duty|2018-11-07|2018-11-07|1
Ethinylestradiol 10microgram tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 1mg tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 2.7mg / Etonogestrel 11.7mg vaginal delivery system|2018-11-07|2018-11-07|1
Ethinylestradiol 20microgram / Desogestrel 150microgram tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 20microgram / Drospirenone 3mg tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 20microgram / Gestodene 75microgram tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 20microgram / Norethisterone acetate 1mg tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 2microgram tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 30microgram / Desogestrel 150microgram tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 30microgram / Drospirenone 3mg tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 30microgram / Gestodene 75microgram tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 30microgram / Levonorgestrel 150microgram tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 30microgram / Norethisterone acetate 1.5mg tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 33.9micrograms/24hours / Norelgestromin 203micrograms/24hours transdermal patches|2018-11-07|2018-11-07|1
Ethinylestradiol 35microgram / Norethisterone 1mg tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 35microgram / Norethisterone 500microgram tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 35microgram / Norgestimate 250microgram tablets|2018-11-07|2018-11-07|1
Ethinylestradiol 50microgram tablets|2018-11-07|2018-11-07|1
Ethosuximide 250mg capsules|2018-11-07|2018-11-07|1
Ethosuximide 250mg/5ml oral solution|2018-11-07|2018-11-07|1
Etodolac 300mg capsules|2018-11-07|2018-11-07|1
Etodolac 600mg modified-release tablets|2018-11-07|2018-11-07|1
Etonogestrel 68mg implant|2018-11-07|2018-11-07|1
Etoricoxib 120mg tablets|2018-11-07|2018-11-07|1
Etoricoxib 30mg tablets|2018-11-07|2018-11-07|1
Etoricoxib 60mg tablets|2018-11-07|2018-11-07|1
Etoricoxib 90mg tablets|2018-11-07|2018-11-07|1
Etynodiol 500microgram tablets|2018-11-07|2018-11-07|1
Eucalyptus oil liquid|2018-11-07|2018-11-07|1
Everolimus 5mg tablets|2018-11-07|2018-11-07|1
Evolocumab 140mg/1ml solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Exemestane 25mg tablets|2018-11-07|2018-11-07|1
Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials|2018-11-07|2018-11-07|1
Exenatide 2mg powder and solvent for suspension for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Exenatide 2mg powder and solvent for suspension for injection vials|2018-11-07|2018-11-07|1
Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Eye bath|2018-11-07|2018-11-07|1
Eye drop dispenser|2018-11-07|2018-11-07|1
Eye pad No 16 with bandage BPC|2018-11-07|2018-11-07|1
Eye shade|2018-11-07|2018-11-07|1
Ezetimibe 10mg tablets|2018-11-07|2018-11-07|1
Faecal collectors|2018-11-07|2018-11-07|1
Famciclovir 125mg tablets|2018-11-07|2018-11-07|1
Famciclovir 250mg tablets|2018-11-07|2018-11-07|1
Famciclovir 500mg tablets|2018-11-07|2018-11-07|1
Famciclovir 750mg tablets|2018-11-07|2018-11-07|1
Famotidine 20mg tablets|2018-11-07|2018-11-07|1
Famotidine 40mg tablets|2018-11-07|2018-11-07|1
Febuxostat 120mg tablets|2018-11-07|2018-11-07|1
Febuxostat 80mg tablets|2018-11-07|2018-11-07|1
Felbinac 3% gel|2018-11-07|2018-11-07|1
Felbinac 3.17% foam|2018-11-07|2018-11-07|1
Felodipine 10mg modified-release tablets|2018-11-07|2018-11-07|1
Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets|2018-11-07|2018-11-07|1
Felodipine 2.5mg modified-release tablets|2018-11-07|2018-11-07|1
Felodipine 5mg modified-release / Ramipril 5mg tablets|2018-11-07|2018-11-07|1
Felodipine 5mg modified-release tablets|2018-11-07|2018-11-07|1
Fenofibrate 145mg / Simvastatin 20mg tablets|2018-11-07|2018-11-07|1
Fenofibrate 145mg / Simvastatin 40mg tablets|2018-11-07|2018-11-07|1
Fenofibrate micronised 160mg tablets|2018-11-07|2018-11-07|1
Fenofibrate micronised 200mg capsules|2018-11-07|2018-11-07|1
Fenofibrate micronised 267mg capsules|2018-11-07|2018-11-07|1
Fenofibrate micronised 67mg capsules|2018-11-07|2018-11-07|1
Fenoprofen 300mg tablets|2018-11-07|2018-11-07|1
Fentanyl 1.2mg lozenges|2018-11-07|2018-11-07|1
Fentanyl 1.6mg lozenges|2018-11-07|2018-11-07|1
Fentanyl 100microgram buccal tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 100microgram sublingual tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 100micrograms/dose nasal spray|2018-11-07|2018-11-07|1
Fentanyl 100micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Fentanyl 12micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Fentanyl 200microgram buccal tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 200microgram lozenges|2018-11-07|2018-11-07|1
Fentanyl 200microgram sublingual tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 200micrograms/dose nasal spray|2018-11-07|2018-11-07|1
Fentanyl 25micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Fentanyl 300microgram sublingual tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 37.5microgram/hour transdermal patches|2018-11-07|2018-11-07|1
Fentanyl 400microgram buccal tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 400microgram lozenges|2018-11-07|2018-11-07|1
Fentanyl 400microgram sublingual tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 400micrograms/dose nasal spray|2018-11-07|2018-11-07|1
Fentanyl 500micrograms/10ml solution for injection ampoules|2018-11-07|2018-11-07|1
Fentanyl 50micrograms/dose nasal spray|2018-11-07|2018-11-07|1
Fentanyl 50micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Fentanyl 600microgram buccal tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 600microgram lozenges|2018-11-07|2018-11-07|1
Fentanyl 600microgram sublingual tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 75micrograms/hour transdermal patches|2018-11-07|2018-11-07|1
Fentanyl 800microgram buccal tablets sugar free|2018-11-07|2018-11-07|1
Fentanyl 800microgram lozenges|2018-11-07|2018-11-07|1
Fentanyl 800microgram sublingual tablets sugar free|2018-11-07|2018-11-07|1
Ferric chloride solution|2018-11-07|2018-11-07|1
Ferric maltol (iron 30mg) capsules|2018-11-07|2018-11-07|1
Ferrous fumarate 140mg/5ml oral solution|2018-11-07|2018-11-07|1
Ferrous fumarate 140mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Ferrous fumarate 210mg tablets|2018-11-07|2018-11-07|1
Ferrous fumarate 305mg / Folic acid 350microgram capsules|2018-11-07|2018-11-07|1
Ferrous fumarate 305mg capsules|2018-11-07|2018-11-07|1
Ferrous fumarate 322mg / Folic acid 350microgram tablets|2018-11-07|2018-11-07|1
Ferrous fumarate 322mg tablets|2018-11-07|2018-11-07|1
Ferrous gluconate 300mg tablets|2018-11-07|2018-11-07|1
Ferrous sulfate 125mg/ml oral drops sugar free|2018-11-07|2018-11-07|1
Ferrous sulfate 200mg tablets|2018-11-07|2018-11-07|1
Ferrous sulfate 325mg / Ascorbic acid 500mg modified-release tablets|2018-11-07|2018-11-07|1
Ferrous sulfate 325mg / Folic acid 350microgram modified-release tablets|2018-11-07|2018-11-07|1
Ferrous sulfate 325mg modified-release tablets|2018-11-07|2018-11-07|1
Fesoterodine 4mg modified-release tablets|2018-11-07|2018-11-07|1
Fesoterodine 8mg modified-release tablets|2018-11-07|2018-11-07|1
Fexofenadine 120mg tablets|2018-11-07|2018-11-07|1
Fexofenadine 180mg tablets|2018-11-07|2018-11-07|1
Fexofenadine 30mg tablets|2018-11-07|2018-11-07|1
Filgrastim 30million units/0.5ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Filgrastim 30million units/1ml solution for injection vials|2018-11-07|2018-11-07|1
Filmated gauze swab BP 1988 8ply non-sterile 10cm x 10cm|2018-11-07|2018-11-07|1
Filmated non-woven fabric swab 8ply non-sterile 10cm x 10cm|2018-11-07|2018-11-07|1
Finasteride 5mg tablets|2018-11-07|2018-11-07|1
Finger cot|2018-11-07|2018-11-07|1
Finger stalls plastic medium|2018-11-07|2018-11-07|1
Fish oil capsules|2018-11-07|2018-11-07|1
Flavoxate 200mg tablets|2018-11-07|2018-11-07|1
Flecainide 100mg tablets|2018-11-07|2018-11-07|1
Flecainide 150mg/15ml solution for injection ampoules|2018-11-07|2018-11-07|1
Flecainide 200mg modified-release capsules|2018-11-07|2018-11-07|1
Flecainide 50mg tablets|2018-11-07|2018-11-07|1
Flexible collodion methylated|2018-11-07|2018-11-07|1
Flucloxacillin 125mg/5ml oral solution|2018-11-07|2018-11-07|1
Flucloxacillin 125mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Flucloxacillin 250mg capsules|2018-11-07|2018-11-07|1
Flucloxacillin 250mg/5ml oral solution|2018-11-07|2018-11-07|1
Flucloxacillin 250mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Flucloxacillin 500mg capsules|2018-11-07|2018-11-07|1
Fluconazole 150mg capsule and Clotrimazole 2% cream|2018-11-07|2018-11-07|1
Fluconazole 150mg capsules|2018-11-07|2018-11-07|1
Fluconazole 200mg capsules|2018-11-07|2018-11-07|1
Fluconazole 200mg/5ml oral suspension|2018-11-07|2018-11-07|1
Fluconazole 50mg capsules|2018-11-07|2018-11-07|1
Fluconazole 50mg/5ml oral suspension|2018-11-07|2018-11-07|1
Fludrocortisone 100microgram tablets|2018-11-07|2018-11-07|1
Fludroxycortide 0.0125% cream|2018-11-07|2018-11-07|1
Fludroxycortide 0.0125% ointment|2018-11-07|2018-11-07|1
Fludroxycortide 4micrograms/square cm tape 7.5cm|2018-11-07|2018-11-07|1
Flumazenil 500micrograms/5ml solution for injection ampoules|2018-11-07|2018-11-07|1
Flumetasone 0.02% / Clioquinol 1% ear drops|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.0025% cream|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.00625% cream|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.00625% ointment|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.025% / Clioquinol 3% cream|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.025% / Clioquinol 3% ointment|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.025% / Neomycin 0.5% cream|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.025% cream|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.025% gel|2018-11-07|2018-11-07|1
Fluocinolone acetonide 0.025% ointment|2018-11-07|2018-11-07|1
Fluocinonide 0.05% cream|2018-11-07|2018-11-07|1
Fluocinonide 0.05% ointment|2018-11-07|2018-11-07|1
Fluocortolone 0.25% / Fluocortolone hexanoate 0.25% ointment|2018-11-07|2018-11-07|1
Fluocortolone hexanoate 0.25% / Fluocortolone pivalate 0.25% cream|2018-11-07|2018-11-07|1
Fluorescein 1% eye drops 0.5ml unit dose preservative free|2018-11-07|2018-11-07|1
Fluorescein 2% eye drops 0.5ml unit dose preservative free|2018-11-07|2018-11-07|1
Fluorometholone 0.1% eye drops|2018-11-07|2018-11-07|1
Fluorouracil 0.5% / Salicylic acid 10% cutaneous solution|2018-11-07|2018-11-07|1
Fluorouracil 5% cream|2018-11-07|2018-11-07|1
Fluoxetine 10mg capsules|2018-11-07|2018-11-07|1
Fluoxetine 10mg tablets|2018-11-07|2018-11-07|1
Fluoxetine 20mg capsules|2018-11-07|2018-11-07|1
Fluoxetine 20mg dispersible tablets sugar free|2018-11-07|2018-11-07|1
