AMP_NM;BNF_CODE;PRESENTATION;STRENGTH
Co-Diovan 160mg/25mg tablets;0205052X0BBABAB;Tablet;160mg /  25mg
Co-Diovan 80mg/12.5mg tablets;0205052X0BBACAC;Tablet;80mg /  12.5mg
CoAprovel 150mg/12.5mg tablets;0205052A0BBAAAA;Tablet;150mg /  12.5mg
CoAprovel 300mg/12.5mg tablets;0205052A0BBABAB;Tablet;300mg /  12.5mg
CoAprovel 300mg/25mg tablets;0205052A0BBACAC;Tablet;300mg /  25mg
CoaguChek PT Test testing strips;0208020W0BBACA0;REAGENT;6,688,721
CoaguChek PT Test testing strips;0208020W0BBACA0;REAGENT;6688721
CoaguChek PT Test testing strips;0208020W0BBACA0;REAGENT;668872100%
CoaguChek PT Test testing strips;0208020W0BBACA0;REAGENT;668872100.00%
CoaguChek XS PT testing strips;0208020W0BBABA0;REAGENT;###############################################################################################################################################################################################################################################################
CoaguChek XS PT testing strips;0208020W0BBABA0;REAGENT;4,625,315
CoaguChek XS PT testing strips;0208020W0BBABA0;REAGENT;4,625,358
CoaguChek XS PT testing strips;0208020W0BBABA0;REAGENT;4625315
CoaguChek XS PT testing strips;0208020W0BBABA0;REAGENT;462531500%
CoaguChek XS PT testing strips;0208020W0BBABA0;REAGENT;462531500.00%
CoaguChek XS PT testing strips;0208020W0BBABA0;REAGENT;4625358
CoaguChek XS PT testing strips;0208020W0BBABA0;REAGENT;462535800%
CoaguChek XS PT testing strips;0208020W0BBABA0;REAGENT;462535800.00%
Coban 2 Comfort Foam Layer bandage 10cm x 3.5m;;BANDAGE;10CMX3.5M
Coban 2 Comfort Foam Layer bandage 15cm x 3.5m;;BANDAGE;15CMX3.5M
Coban 2 Comfort Foam Layer bandage 20cm x 3.5m;;BANDAGE;20CMX3.5M
Coban 2 Comfort Foam Layer bandage 5cm x 1.2m;;BANDAGE;5CMX1.2M
Coban 2 Compression Layer bandage 10cm x 4.5m;;BANDAGE;10CMX4.5M
Coban 2 Compression Layer bandage 15cm x 4.5m;;BANDAGE;15CMX4.5M
Coban 2 Compression Layer bandage 5cm x 2.7m;;BANDAGE;5CMX2.7M
Coban 2 Lite Comfort Foam Layer bandage 10cm x 2.7m;;BANDAGE;10CMX2.7M
Coban 2 Lite Comfort Foam Layer bandage 15cm x 2.7m;;BANDAGE;15CMX2.7M
Coban 2 Lite Comfort Foam Layer bandage 7.5cm x 2.7m;;BANDAGE;7.5CX2.7M
Coban 2 Lite Compression Layer bandage 10cm x 3.5m;;BANDAGE;10CMX3.5M
Coban 2 Lite Compression Layer bandage 15cm x 3.5m;;BANDAGE;15CMX3.5M
Coban 2 Lite Compression Layer bandage 2.5cm x 3.5m;;BANDAGE;2.5CX3.5M
Coban 2 Lite Compression Layer bandage 7.5cm x 3.5m;;BANDAGE;7.5CX3.5M
Coban 2 Lite multi-layer compression bandage kit;;BANDAGE KIT;ONE SIZE
Coban 2 multi-layer compression bandage kit;;BANDAGE KIT;ONE SIZE
Coban self-adherent bandage 10cm x 6m;;BANDAGE;10CMX6M
Cocois ointment;1305020V0BBAAAA;Ointment;
Codipar 15mg/500mg capsules;0407010F0BVABAV;Capsule;15mg/500mg
Codipar 15mg/500mg effervescent tablets;0407010F0BVACAW;Effervescent tablet;15mg/500mg
Codipar 15mg/500mg tablets;0407010F0BVAAAK;Tablet;15mg/500mg
Codis 500 dispersible tablets;0407010W0BHAAAD;Dispersible tablet;500mg /  8mg
Coenzyme Q10 10mg + Vitamin E 22mg tablets;091102000BBDTA0;Tablet;10mg /  22mg
Cohesive Slims washer small;;SKIN PROTECTOR;48MM
Cohesive paste;;Ostomy skin protectives;839010
Cohesive paste;;Ostomy skin protectives;83901000%
Cohesive paste;;Ostomy skin protectives;83901000.00%
Cohflex ileostomy bag paediatric;;Ileostomy bags;632310,Starter hole 10mm,White
Colazide 750mg capsules;0105010D0BBAAAB;Capsule;750mg
ColeKal-D3 800unit capsules;0906040G0DPAAAN;Capsule;800unit
Colestid 5g granules sachets plain;0212000K0BBAAAA;Granules;5g
Colestid Orange 5g granules sachets;0212000K0BBABAB;Granules;5g
Colgate Duraphat 2800ppm fluoride toothpaste;0905030G0BPABBX;Paste;0
Colgate Duraphat 2800ppm fluoride toothpaste;0905030G0BPABBX;Paste;0.62%
Colgate Duraphat 2800ppm fluoride toothpaste;0905030G0BPABBX;Paste;1%
Colgate Duraphat 5000ppm fluoride toothpaste;0905030G0BPACBY;Paste;0
Colgate Duraphat 5000ppm fluoride toothpaste;0905030G0BPACBY;Paste;1%
Colgate Duraphat 5000ppm fluoride toothpaste;0905030G0BPACBY;Paste;1.10%
Colgate FluoriGard 0.05% daily dental rinse;0905030G0BEAFBC;Mouthwash;0
Colgate FluoriGard 0.05% daily dental rinse;0905030G0BEAFBC;Mouthwash;0%
Colgate FluoriGard 0.05% daily dental rinse;0905030G0BEAFBC;Mouthwash;0.05%
Colgate FluoriGard 0.05% daily dental rinse alcohol free;0905030G0BEAIBC;Mouthwash;0
Colgate FluoriGard 0.05% daily dental rinse alcohol free;0905030G0BEAIBC;Mouthwash;0%
Colgate FluoriGard 0.05% daily dental rinse alcohol free;0905030G0BEAIBC;Mouthwash;0.05%
Colgate TOTAL Pro Gum Health daily mouthwash;0905030G0BBABBC;Mouthwash;0.05%
Colief 50,000units/g infant drops;091102000BBGMA0;Liquid;
Colifoam 10% aerosol;0105020B0BBAAAA;Foam;0
Colifoam 10% aerosol;0105020B0BBAAAA;Foam;10%
Colifoam 10% aerosol;0105020B0BBAAAA;Foam;10.00%
Colodress Plus colostomy bag mini;;Colostomy bags;S902,25mm,Opaque,mini
Colodress Plus colostomy bag standard;;Colostomy bags;S862,25mm,Opaque,standard
Colodress Plus colostomy bag standard;;Colostomy bags;S863,32mm,Opaque,standard
Colodress Plus colostomy bag standard;;Colostomy bags;S864,38mm,Opaque,standard
Colodress Plus colostomy bag standard;;Colostomy bags;S867,64mm,Opaque,standard
Colodress Plus colostomy bag standard;;Colostomy bags;S872,25mm,Clear,standard
Colodress Plus colostomy bag standard;;Colostomy bags;S873,32mm,Clear,standard
Colodress Plus colostomy bag standard;;POUCH;S861-S867
Colodress Plus colostomy bag standard;;POUCH;S871-S877
Colodress Plus stoma cap;;Stoma caps;S821,Starter hole 19mm
Colofac IBS 135mg tablets;0102000P0BCACAB;Tablet;135mg
Colofac MR 200mg capsules;0102000P0BCAEAD;Modified-release capsule;200mg
Colomate colostomy bag with filter and overlap, large;;Colostomy bags;CLT113,Starter hole 13mm,Beige,large
Colomate colostomy bag with filter and overlap, large;;Colostomy bags;CLT135,35mm,Beige,large
Colomate colostomy bag with filter, anatomical medium/large;;Colostomy bags;CMLB138,38mm,Beige,medium/large
Colomate colostomy bag with filter, large;;Colostomy bags;CLB128,28mm,Beige,large
Colomate colostomy bag with filter, large;;Colostomy bags;CLB132,32mm,Beige,large
Colomate colostomy bag with filter, large;;Colostomy bags;CLB135,35mm,Beige,large
Colomate colostomy bag with filter, large;;Colostomy bags;CLB138,38mm,Beige,large
Colomate colostomy bag with filter, large;;Colostomy bags;CLB145,45mm,Beige,large
Colomate colostomy bag with filter, large;;Colostomy bags;CLB152,52mm,Beige,large
Colomate colostomy bag with filter, medium;;Colostomy bags;CMB113,Starter hole 13mm,Beige,medium
Colomate colostomy bag with filter, small;;Colostomy bags;CSB110,Starter hole 10mm,Beige,small
Colomate soft convex colostomy bag with filter and split cover, medium/large;;Colostomy bags;CMLTC113-44,Starter hole 13mm-44mm,Transparent,medium/l
Colomint 0.2ml gastro-resistant capsules;0102000T0BJAAAA;Gastro-resistant capsule;0.2ml
Colomycin 1million unit powder for solution for injection vials;0501070I0BBABAB;Powder for solution for injection;1million unit
Colomycin 2million unit powder for solution for injection vials;0501070I0BBACAE;Powder for solution for injection;2million unit
Coloplast Brava lubricating deodorant;;Ostomy deodorants;12,061
Coloplast Brava lubricating deodorant;;Ostomy deodorants;12061
Coloplast Brava lubricating deodorant;;Ostomy deodorants;1206100%
Coloplast Brava lubricating deodorant;;Ostomy deodorants;1206100.00%
Coloplast Brava lubricating deodorant sachets;;Ostomy deodorants;12,060
Coloplast Brava lubricating deodorant sachets;;Ostomy deodorants;12060
Coloplast Brava lubricating deodorant sachets;;Ostomy deodorants;1206000%
Coloplast Brava lubricating deodorant sachets;;Ostomy deodorants;1206000.00%
Coloplast Minicap two piece ostomy system urostomy bag;;Two piece ostomy systems;2808,50mm,Opaque
Coloplast clamp;;Ostomy bag closures;9503
Coloplast clamp;;Ostomy bag closures;950300%
Coloplast clamp;;Ostomy bag closures;950300.00%
Coloplast drainable night drainage bag;;Drainable night drainage bags;21365,2litre
Coloplast sterile catheter valve;;AUX PRODUCT CATHETER;CV3808
Colostomy Plus deodorant;;Ostomy deodorants;
Colostomy bag;;Colostomy bags;TJS948g
Colostomy bag with karaya 5 seal;;BAG;7163-7169
Colostomy bag with karaya 5 seal;;Colostomy bags;7168,32mm,Transparent
Colostomy bag with karaya 5 seal and filter;;BAG;3323-3329
Colostomy bag with karaya 5 seal and filter;;Colostomy bags;3325,64mm,Transparent
Colotip;;Irrigation appliances;1110
Colotip;;Irrigation appliances;111000%
Colotip;;Irrigation appliances;111000.00%
Colpermin gastro-resistant modified-release capsules;0102000T0BBAAAF;Modified-release capsule;0.2ml
Combigan eye drops;1106000AGBBAAAA;Eye drops;2mg/ml /  5mg/ml
Combihesive Natura Little Ones two piece ostomy system flange;;Two piece ostomy systems;S7812,45mm
Combihesive Natura convex insert;;Ostomy pressure plates/shields;S7626,45mm
Combihesive Natura convex insert;;Ostomy pressure plates/shields;S7627,45mm
Combihesive Natura convex insert;;Ostomy pressure plates/shields;S7629,57mm
Combihesive Natura low pressure adaptor;;Ostomy pressure plates/shields;401993,45mm
Combihesive Natura low pressure adaptor;;Ostomy pressure plates/shields;401994,57mm
Combihesive Natura two piece ostomy system colostomy bag mini;;POUCH;S7290-293
Combihesive Natura two piece ostomy system colostomy bag mini;;Two piece ostomy systems;S7291,38mm,Beige,mini
Combihesive Natura two piece ostomy system colostomy bag mini;;Two piece ostomy systems;S7292,45mm,Beige,mini
Combihesive Natura two piece ostomy system colostomy bag standard;;POUCH;S7215-219
Combihesive Natura two piece ostomy system colostomy bag standard;;Two piece ostomy systems;S7216,38mm,Beige,standard
Combihesive Natura two piece ostomy system colostomy bag standard;;Two piece ostomy systems;S7217,45mm,Beige,standard
Combihesive Natura two piece ostomy system colostomy bag standard;;Two piece ostomy systems;S7218,57mm,Beige,standard
Combihesive Natura two piece ostomy system colostomy bag with filter, midi;;Two piece ostomy systems;S7291F,38mm,Opaque,midi
Combihesive Natura two piece ostomy system colostomy bag with filter, midi;;Two piece ostomy systems;S7292F,45mm,Opaque,midi
Combihesive Natura two piece ostomy system colostomy bag with filter, midi;;Two piece ostomy systems;S7293F,57mm,Opaque,midi
Combihesive Natura two piece ostomy system colostomy bag with filter, standard;;POUCH;S7254-258
Combihesive Natura two piece ostomy system colostomy bag with filter, standard;;Two piece ostomy systems;S7255,38mm,Opaque,standard
Combihesive Natura two piece ostomy system colostomy bag with filter, standard;;Two piece ostomy systems;S7256,45mm,Opaque,standard
Combihesive Natura two piece ostomy system colostomy bag with filter, standard;;Two piece ostomy systems;S7257,57mm,Opaque,standard
Combihesive Natura two piece ostomy system colostomy bag with filter, standard;;Two piece ostomy systems;S7258,70mm,Opaque,standard
Combihesive Natura two piece ostomy system combihesive flange;;FLANGE;S7244-248
Combihesive Natura two piece ostomy system combihesive flange;;Two piece ostomy systems;S7238,32mm
Combihesive Natura two piece ostomy system combihesive flange;;Two piece ostomy systems;S7240,45mm
Combihesive Natura two piece ostomy system combihesive flange;;Two piece ostomy systems;S7241,57mm
Combihesive Natura two piece ostomy system combihesive flange;;Two piece ostomy systems;S7242,70mm
Combihesive Natura two piece ostomy system combihesive flange;;Two piece ostomy systems;S7245,38mm
Combihesive Natura two piece ostomy system combihesive flange;;Two piece ostomy systems;S7246,45mm
Combihesive Natura two piece ostomy system combihesive flange;;Two piece ostomy systems;S7247,57mm
Combihesive Natura two piece ostomy system combihesive flange;;Two piece ostomy systems;S7248,70mm
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7326,45mm flange, 16mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7327,45mm flange, 19mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7328,45mm flange, 22mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7329,45mm flange, 25mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7330,45mm flange, 28mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7331,45mm flange, 32mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7332,45mm flange, 35mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7335,57mm flange, 38mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7336,57mm flange, 41mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7337,57mm flange, 45mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange;;Two piece ostomy systems;S7338,57mm flange, 50mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange with flexible collar;;FLANGE;S7305
Combihesive Natura two piece ostomy system convex durahesive flange with flexible collar;;Two piece ostomy systems;S7304,45mm flange, 13mm-22mm stoma
Combihesive Natura two piece ostomy system convex durahesive flange with flexible collar;;Two piece ostomy systems;S7306,57mm flange, 33mm-45mm stoma
Combihesive Natura two piece ostomy system flange with mouldable skin barrier and flexible hydrocolloid collar;;Two piece ostomy systems;S7550,Mould to fit 13mm-22mm
Combihesive Natura two piece ostomy system flange with mouldable skin barrier and flexible hydrocolloid collar;;Two piece ostomy systems;S7551,Mould to fit 22mm-33mm
Combihesive Natura two piece ostomy system flange with mouldable skin barrier and flexible hydrocolloid collar;;Two piece ostomy systems;S7552,Mould to fit 33mm-45mm
Combihesive Natura two piece ostomy system flange with mouldable skin barrier and flexible hydrocolloid collar;;Two piece ostomy systems;S7553,Mould to fit 45mm-56mm
Combihesive Natura two piece ostomy system high output ileostomy bag with filter;;Two piece ostomy systems;420696,57mm,Clear
Combihesive Natura two piece ostomy system high output ileostomy bag with filter;;Two piece ostomy systems;S7467,45mm,Opaque
Combihesive Natura two piece ostomy system high output ileostomy bag with filter;;Two piece ostomy systems;S7468,57mm,Opaque
Combihesive Natura two piece ostomy system ileostomy bag small;;POUCH;S7279-283
Combihesive Natura two piece ostomy system ileostomy bag small;;Two piece ostomy systems;S7280,38mm,Beige,small
Combihesive Natura two piece ostomy system ileostomy bag small;;Two piece ostomy systems;S7281,45mm,Beige,small
Combihesive Natura two piece ostomy system ileostomy bag small;;Two piece ostomy systems;S7282,57mm,Beige,small
Combihesive Natura two piece ostomy system ileostomy bag standard;;POUCH;S7269-273
Combihesive Natura two piece ostomy system ileostomy bag standard;;Two piece ostomy systems;S7230,45mm,Clear,standard
Combihesive Natura two piece ostomy system ileostomy bag standard;;Two piece ostomy systems;S7270,38mm,Beige,standard
Combihesive Natura two piece ostomy system ileostomy bag standard;;Two piece ostomy systems;S7271,45mm,Beige,standard
Combihesive Natura two piece ostomy system ileostomy bag standard;;Two piece ostomy systems;S7272,57mm,Beige,standard
Combihesive Natura two piece ostomy system ileostomy bag standard;;Two piece ostomy systems;S7273,70mm,Beige,standard
Combihesive Natura two piece ostomy system ileostomy bag with filter and InvisiClose outlet, standard;;Two piece ostomy systems;S7445N,70mm,Clear,standard
Combihesive Natura two piece ostomy system ileostomy bag with filter, InvisiClose outlet and 2-sided flocking, standard;;Two piece ostomy systems;S7435F,70mm,Opaque,standard
Combihesive Natura two piece ostomy system ileostomy bag with filter, small;;Two piece ostomy systems;S7408,45mm,Opaque,small
Combihesive Natura two piece ostomy system ileostomy bag with filter, standard;;POUCH;S7400-404
Combihesive Natura two piece ostomy system ileostomy bag with filter, standard;;Two piece ostomy systems;S7401,38mm,Opaque,standard
Combihesive Natura two piece ostomy system ileostomy bag with filter, standard;;Two piece ostomy systems;S7402,45mm,Opaque,standard
Combihesive Natura two piece ostomy system ileostomy bag with filter, standard;;Two piece ostomy systems;S7403,57mm,Opaque,standard
Combihesive Natura two piece ostomy system ileostomy bag with filter, standard;;Two piece ostomy systems;S7404,70mm,Opaque,standard
Combihesive Natura two piece ostomy system stoma cap;;Two piece ostomy systems;S7251,45mm,Opaque
Combihesive Natura two piece ostomy system stoma cap;;Two piece ostomy systems;S7252,57mm,Opaque
Combihesive Natura two piece ostomy system stomahesive flange;;FLANGE;S7294
Combihesive Natura two piece ostomy system stomahesive flange;;FLANGE;S7295-298
Combihesive Natura two piece ostomy system stomahesive flange;;Two piece ostomy systems;S7295,38mm
Combihesive Natura two piece ostomy system stomahesive flange;;Two piece ostomy systems;S7297,57mm
Combihesive Natura two piece ostomy system stomahesive flange;;Two piece ostomy systems;S7298,70mm
Combihesive Natura two piece ostomy system stomahesive flange;;Two piece ostomy systems;S7299B,100mm
Combihesive Natura two piece ostomy system stomahesive flange with flexible hydrocolloid collar;;Two piece ostomy systems;S7201,32mm
Combihesive Natura two piece ostomy system stomahesive flange with flexible hydrocolloid collar;;Two piece ostomy systems;S7203,45mm
Combihesive Natura two piece ostomy system stomahesive flange with flexible hydrocolloid collar;;Two piece ostomy systems;S7204,57mm
Combihesive Natura two piece ostomy system stomahesive flange with flexible hydrocolloid collar;;Two piece ostomy systems;S7205,70mm
Combihesive Natura two piece ostomy system stomahesive flexible flange;;FLANGE;S7340-344
Combihesive Natura two piece ostomy system stomahesive flexible flange;;Two piece ostomy systems;S7341,38mm
Combihesive Natura two piece ostomy system stomahesive flexible flange;;Two piece ostomy systems;S7342,45mm
Combihesive Natura two piece ostomy system stomahesive flexible flange;;Two piece ostomy systems;S7343,57mm
Combihesive Natura two piece ostomy system stomahesive flexible flange;;Two piece ostomy systems;S7344,70mm
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, small;;Two piece ostomy systems;S7391,38mm,Beige,small
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, small;;Two piece ostomy systems;S7392,45mm,Beige,small
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, small;;Two piece ostomy systems;S7393,57mm,Beige,small
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, standard;;POUCH;S7380-384
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, standard;;Two piece ostomy systems;S7370,32mm,Beige,standard
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, standard;;Two piece ostomy systems;S7371,38mm,Beige,standard
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, standard;;Two piece ostomy systems;S7372,45mm,Beige,standard
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, standard;;Two piece ostomy systems;S7381,38mm,Clear,standard
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, standard;;Two piece ostomy systems;S7382,45mm,Clear,standard
Combihesive Natura two piece ostomy system urostomy bag with Accuseal tap, standard;;Two piece ostomy systems;S7383,57mm,Clear,standard
Combihesive Natura two piece ostomy system urostomy bag with tap, small;;POUCH;S7360-63
Combihesive Natura two piece ostomy system urostomy bag with tap, small;;Two piece ostomy systems;S7361,38mm,Clear,small
Combihesive Natura two piece ostomy system urostomy bag with tap, small;;Two piece ostomy systems;S7362,45mm,Clear,small
Combihesive Natura two piece ostomy system urostomy bag with tap, standard;;POUCH;S7350-53
Combihesive Natura two piece ostomy system urostomy bag with tap, standard;;POUCH;S7354
