AMP_NM;BNF_CODE;PRESENTATION;STRENGTH;DATE_FROM;DATE_TO;VERSION
Esteem+ convex ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416743,25mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ convex ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416744,28mm,Clear,standard;2018-11-09;2018-11-09;1
Esteem+ convex ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416745,28mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ convex ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416746,32mm,Clear,standard;2018-11-09;2018-11-09;1
Esteem+ convex ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416747,32mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ convex ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416748,35mm,Clear,standard;2018-11-09;2018-11-09;1
Esteem+ convex ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416749,35mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ convex ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416751,38mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416718,Starter hole 20mm-70mm,Clear,standard;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416719,Starter hole 20mm-70mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416724,25mm,Clear,standard;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416725,25mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416729,30mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416732,35mm,Clear,standard;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter and InvisiClose outlet, standard;;Ileostomy bags;416733,35mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard;;ILEOSTOMY BAGS;Mould to fit 40mm-50mm| Clear| 413517|;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard;;ILEOSTOMY BAGS;Mould to fit 40mm-50mm| Opaque| 413523|;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard;;Ileostomy bags;413521,Mould to fit 20mm-30mm,Opaque,standard;2018-11-09;2018-11-09;1
Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard;;Ileostomy bags;413522,Mould to fit 30mm-40mm,Opaque,standard;2018-11-09;2018-11-09;1
Estracyt 140mg capsules;0801010J0BBAAAA;Capsule;140mg;2018-11-09;2018-11-09;1
Estraderm MX 100 patches;0604011G0BCAFBN;Transdermal patch;100microgram/24 hours;2018-11-09;2018-11-09;1
Estraderm MX 25 patches;0604011G0BCADBA;Transdermal patch;25microgram/24 hours;2018-11-09;2018-11-09;1
Estraderm MX 50 patches;0604011G0BCAEBL;Transdermal patch;50microgram/24 hours;2018-11-09;2018-11-09;1
Estraderm MX 75 patches;0604011G0BCAGBR;Transdermal patch;75microgram/24 hours;2018-11-09;2018-11-09;1
Estraderm TTS 100 patches;0604011G0BCACBN;Transdermal patch;100microgram/24 hours;2018-11-09;2018-11-09;1
Estradot 100micrograms/24hours patches;0604011G0BUABBN;Transdermal patch;100microgram/24 hours;2018-11-09;2018-11-09;1
Estradot 25micrograms/24hours patches;0604011G0BUACBA;Transdermal patch;25microgram/24 hours;2018-11-09;2018-11-09;1
Estradot 37.5micrograms/24hours patches;0604011G0BUADBH;Transdermal patch;37.5microgram/24 hours;2018-11-09;2018-11-09;1
Estradot 50micrograms/24hours patches;0604011G0BUAEBL;Transdermal patch;50microgram/24 hours;2018-11-09;2018-11-09;1
Estradot 75micrograms/24hours patches;0604011G0BUAABR;Transdermal patch;75microgram/24 hours;2018-11-09;2018-11-09;1
Estring 7.5micrograms/24hours vaginal delivery system;0702010G0BDABAH;Vaginal delivery system;7.5microgram/24 hours;2018-11-09;2018-11-09;1
Ethilon suture 0.7gauge 45cm length with 16mm curved cutting P needle;;SUTURE;W1615T;2018-11-09;2018-11-09;1
Ethilon suture 1.5gauge 45cm length with 19mm curved reverse cutting needle;;SUTURE;W319;2018-11-09;2018-11-09;1
Ethilon suture 1gauge 45cm length with 19mm curved reverse cutting P needle;;SUTURE;W1618T;2018-11-09;2018-11-09;1
Ethilon suture 2gauge 45cm length with 19mm curved reverse cutting P needle;;SUTURE;W1621T;2018-11-09;2018-11-09;1
Ethilon suture 2gauge 45cm length with 26mm curved reverse cutting needle;;SUTURE;W320;2018-11-09;2018-11-09;1
Ethinylestradiol 2microgram tablets;0604011D0AAALAL;Tablet;2microgram;2018-11-09;2018-11-09;1
Ethosuximide 250mg/5ml syrup;0408010I0AAABAB;Oral solution;250mg/5ml;2018-11-09;2018-11-09;1
Etolyn 600mg modified-release tablets;1001010E0BHAAAD;Modified-release tablet;600mg;2018-11-09;2018-11-09;1
Etopan XL 600mg tablets;1001010E0BGAAAD;Modified-release tablet;600mg;2018-11-09;2018-11-09;1
Etrivex 500micrograms/g shampoo;1304000G0BEAACD;Shampoo;500microgram/g;2018-11-09;2018-11-09;1
Eucardic 12.5mg tablets;020400080BBAAAB;Tablet;12.5mg;2018-11-09;2018-11-09;1
Eucardic 25mg tablets;020400080BBABAC;Tablet;25mg;2018-11-09;2018-11-09;1
Eucardic 3.125mg tablets;020400080BBACAE;Tablet;3.125mg;2018-11-09;2018-11-09;1
Eucardic 6.25mg tablets;020400080BBADAF;Tablet;6.25mg;2018-11-09;2018-11-09;1
Eucerin ATOControl Bath & Shower oil;;Liquid;;2018-11-09;2018-11-09;1
Eucerin AntiREDNESS concealing day cream SPF25;130201000BBLPA0;Cream;SPF25;2018-11-09;2018-11-09;1
Eucerin AntiREDNESS soothing care cream;130201000BBMCA0;Cream;;2018-11-09;2018-11-09;1
Eucerin AntiREDNESS soothing care gel;130201000BBLQA0;Gel;;2018-11-09;2018-11-09;1
Eucerin DermoCapillaire Calming urea scalp treatment;1302010U0BGAJAW;Liquid;0;2018-11-09;2018-11-09;1
Eucerin DermoCapillaire Calming urea scalp treatment;1302010U0BGAJAW;Liquid;5%;2018-11-09;2018-11-09;1
Eucerin DermoCapillaire Calming urea scalp treatment;1302010U0BGAJAW;Liquid;5.00%;2018-11-09;2018-11-09;1
Eucerin DermoCapillaire Calming urea shampoo;1302010U0BGAGAS;Shampoo;0;2018-11-09;2018-11-09;1
Eucerin DermoCapillaire Calming urea shampoo;1302010U0BGAGAS;Shampoo;5%;2018-11-09;2018-11-09;1
Eucerin DermoCapillaire Calming urea shampoo;1302010U0BGAGAS;Shampoo;5.00%;2018-11-09;2018-11-09;1
Eucerin Dry Skin Relief 5% cream with urea;1302010U0BGAAAK;Cream;0;2018-11-09;2018-11-09;1
Eucerin Dry Skin Relief 5% cream with urea;1302010U0BGAAAK;Cream;5%;2018-11-09;2018-11-09;1
Eucerin Dry Skin Relief 5% cream with urea;1302010U0BGAAAK;Cream;5.00%;2018-11-09;2018-11-09;1
Eucerin Dry Skin Relief 5% face cream with urea;1302010U0BGAEAK;Cream;0;2018-11-09;2018-11-09;1
Eucerin Dry Skin Relief 5% face cream with urea;1302010U0BGAEAK;Cream;5%;2018-11-09;2018-11-09;1
Eucerin Dry Skin Relief 5% face cream with urea;1302010U0BGAEAK;Cream;5.00%;2018-11-09;2018-11-09;1
Eucerin Intensive 10% cream;1302010U0BGADAF;Cream;0;2018-11-09;2018-11-09;1
Eucerin Intensive 10% cream;1302010U0BGADAF;Cream;10%;2018-11-09;2018-11-09;1
Eucerin Intensive 10% cream;1302010U0BGADAF;Cream;10.00%;2018-11-09;2018-11-09;1
Eucerin Intensive 10% foot cream with urea;1302010U0BGAIAF;Cream;0;2018-11-09;2018-11-09;1
Eucerin Intensive 10% foot cream with urea;1302010U0BGAIAF;Cream;10%;2018-11-09;2018-11-09;1
Eucerin Intensive 10% foot cream with urea;1302010U0BGAIAF;Cream;10.00%;2018-11-09;2018-11-09;1
Eucerin Intensive 10% lotion;1302010U0BGACAM;Liquid;0;2018-11-09;2018-11-09;1
Eucerin Intensive 10% lotion;1302010U0BGACAM;Liquid;10%;2018-11-09;2018-11-09;1
Eucerin Intensive 10% lotion;1302010U0BGACAM;Liquid;10.00%;2018-11-09;2018-11-09;1
Eucerin Intensive 5% hand cream with urea;1302010U0BGAHAK;Cream;0;2018-11-09;2018-11-09;1
Eucerin Intensive 5% hand cream with urea;1302010U0BGAHAK;Cream;5%;2018-11-09;2018-11-09;1
Eucerin Intensive 5% hand cream with urea;1302010U0BGAHAK;Cream;5.00%;2018-11-09;2018-11-09;1
Eucreas 50mg/1000mg tablets;0601023Z0BBAAAA;Tablet;50mg /  1g;2018-11-09;2018-11-09;1
Eucreas 50mg/850mg tablets;0601023Z0BBABAB;Tablet;50mg /  850mg;2018-11-09;2018-11-09;1
Eudemine 50mg tablets;0601040E0BBAAAA;Tablet;50mg;2018-11-09;2018-11-09;1
Euflexxa 20mg/2ml injection pre-filled syringes;;Solution for injection;3 X 2ML;2018-11-09;2018-11-09;1
Eumocream 25% cream;130201000BBKQCL;Cream;25%;2018-11-09;2018-11-09;1
Eumocream 25% cream;130201000BBKQCL;Cream;25.00%;2018-11-09;2018-11-09;1
Eumovate 0.05% cream;1304000H0BBAAAA;Cream;0;2018-11-09;2018-11-09;1
Eumovate 0.05% cream;1304000H0BBAAAA;Cream;0%;2018-11-09;2018-11-09;1
Eumovate 0.05% cream;1304000H0BBAAAA;Cream;0.05%;2018-11-09;2018-11-09;1
Eumovate 0.05% ointment;1304000H0BBABBA;Ointment;0;2018-11-09;2018-11-09;1
Eumovate 0.05% ointment;1304000H0BBABBA;Ointment;0%;2018-11-09;2018-11-09;1
Eumovate 0.05% ointment;1304000H0BBABBA;Ointment;0.05%;2018-11-09;2018-11-09;1
Eumovate Eczema and Dermatitis 0.05% cream;1304000H0BBACAA;Cream;0;2018-11-09;2018-11-09;1
Eumovate Eczema and Dermatitis 0.05% cream;1304000H0BBACAA;Cream;0%;2018-11-09;2018-11-09;1
Eumovate Eczema and Dermatitis 0.05% cream;1304000H0BBACAA;Cream;0.05%;2018-11-09;2018-11-09;1
Eurax 10% cream;1303000I0BBABAA;Cream;0;2018-11-09;2018-11-09;1
Eurax 10% cream;1303000I0BBABAA;Cream;10%;2018-11-09;2018-11-09;1
Eurax 10% cream;1303000I0BBABAA;Cream;10.00%;2018-11-09;2018-11-09;1
Eurax Hc cream;1304000V0BTABAJ;Cream;0.25% /  10%;2018-11-09;2018-11-09;1
Eurax Hydrocortisone cream;1304000V0BTAAAJ;Cream;0.25% /  10%;2018-11-09;2018-11-09;1
EuroTec adjustable elastic ostomy belt XX large;;Ostomy belts;SB 50 XXL|50mm wide| 130cm and above|XX large;2018-11-09;2018-11-09;1
Euroform Special custom fit class 4 (49-70mmHg) below knee lymphoedema garment;;Juzo UK Ltd;Class 4 (49-70mmHg),  , EF4AD, Beige;2018-11-09;2018-11-09;1
Euroform Super non-standard colour for lymphoedema garment lower extremities;;SHOULDER CAP;U-A003;2018-11-09;2018-11-09;1
Euroform closed toe for lymphoedema garment;;Juzo UK Ltd;, ES1;2018-11-09;2018-11-09;1
Euroform overheight (Slipform) for lymphoedema garment lower extremities;;A/SLEEVE WRIST+;U1-01-07;2018-11-09;2018-11-09;1
Eurostar non-standard colour for lymphoedema garment lower extremities;;Juzo UK Ltd;ES8;2018-11-09;2018-11-09;1
Evacal D3 1500mg/400unit chewable tablets;;Chewable tablet;400unit /  1.5g;2018-11-09;2018-11-09;1
Evista 60mg tablets;0604011X0BBAAAA;Tablet;60mg;2018-11-09;2018-11-09;1
Evolve Carmellose 0.5% eye drops preservative free;;EYE DROP;0.50%;2018-11-09;2018-11-09;1
Evolve Carmellose 0.5% eye drops preservative free;;EYE DROP;1%;2018-11-09;2018-11-09;1
Evolve HA 0.2% eye drops preservative free;;Eye drops;0.50%;2018-11-09;2018-11-09;1
Evolve HA 0.2% eye drops preservative free;;Eye drops;1%;2018-11-09;2018-11-09;1
Evolve Hypromellose 0.3% eye drops preservative free;;Eye drops;0;2018-11-09;2018-11-09;1
Evolve Hypromellose 0.3% eye drops preservative free;;Eye drops;0%;2018-11-09;2018-11-09;1
Evolve Hypromellose 0.3% eye drops preservative free;;Eye drops;0.30%;2018-11-09;2018-11-09;1
Evorel 100 patches;0604011G0BFADBN;Transdermal patch;100microgram/24 hours;2018-11-09;2018-11-09;1
Evorel 25 patches;0604011G0BFABBA;Transdermal patch;25microgram/24 hours;2018-11-09;2018-11-09;1
Evorel 50 patches;0604011G0BFAABL;Transdermal patch;50microgram/24 hours;2018-11-09;2018-11-09;1
Evorel 75 patches;0604011G0BFACBR;Transdermal patch;75microgram/24 hours;2018-11-09;2018-11-09;1
Evorel Conti patches;0604011L0BHABAX;Transdermal patch;50microgram/24 hours /  170microgram/24 hours;2018-11-09;2018-11-09;1
Evorel Sequi patches;0604011L0BHACAY;PATCHES;;2018-11-09;2018-11-09;1
Evotrox 25micrograms/5ml oral solution;0602010V0BHAAFZ;Oral solution;25microgram/5ml;2018-11-09;2018-11-09;1
Evotrox 50micrograms/5ml oral solution;0602010V0BHABGA;Oral solution;50microgram/5ml;2018-11-09;2018-11-09;1
Evra transdermal patches;0703010E0BGAAAE;Transdermal patch;33.9microgram/24 hours /  203microgram/24 hours;2018-11-09;2018-11-09;1
ExCetra cream;;CREAM;;2018-11-09;2018-11-09;1
Excilon AMD sponges 10cm x 10cm;;TRACH/LARYNGECT;7088;2018-11-09;2018-11-09;1
Excilon AMD sponges 10cm x 10cm;;TRACH/LARYNGECT;708800.00%;2018-11-09;2018-11-09;1
Excilon AMD sponges 5cm x 5cm;;TRACH/LARYNGECT;7089;2018-11-09;2018-11-09;1
Excilon AMD sponges 5cm x 5cm;;TRACH/LARYNGECT;708900%;2018-11-09;2018-11-09;1
Excilon AMD sponges 5cm x 5cm;;TRACH/LARYNGECT;708900.00%;2018-11-09;2018-11-09;1
Exelon 1.5mg capsules;0411000E0BBAAAA;Capsule;1.5mg;2018-11-09;2018-11-09;1
Exelon 13.3mg/24hours transdermal patches;0411000E0BBAHAI;Transdermal patch;13.3mg/24 hours;2018-11-09;2018-11-09;1
Exelon 2mg/ml oral solution;0411000E0BBAEAE;Oral solution;2mg/ml;2018-11-09;2018-11-09;1
Exelon 3mg capsules;0411000E0BBABAB;Capsule;3mg;2018-11-09;2018-11-09;1
Exelon 4.5mg capsules;0411000E0BBACAC;Capsule;4.5mg;2018-11-09;2018-11-09;1
Exelon 4.6mg/24hours transdermal patches;0411000E0BBAFAF;Transdermal patch;4.6mg/24 hours;2018-11-09;2018-11-09;1
Exelon 6mg capsules;0411000E0BBADAD;Capsule;6mg;2018-11-09;2018-11-09;1
Exelon 9.5mg/24hours transdermal patches;0411000E0BBAGAG;Transdermal patch;9.5mg/24 hours;2018-11-09;2018-11-09;1
Exforge 10mg/160mg tablets;0206020Z0BBACAC;Tablet;10mg /  160mg;2018-11-09;2018-11-09;1
Exforge 5mg/160mg tablets;0206020Z0BBABAB;Tablet;5mg /  160mg;2018-11-09;2018-11-09;1
Exforge 5mg/80mg tablets;0206020Z0BBAAAA;Tablet;5mg /  80mg;2018-11-09;2018-11-09;1
ExoCream;;CREAM;;2018-11-09;2018-11-09;1
Exocin 0.3% eye drops;1103010Y0BBAAAA;Eye drops;0;2018-11-09;2018-11-09;1
Exocin 0.3% eye drops;1103010Y0BBAAAA;Eye drops;0%;2018-11-09;2018-11-09;1
Exocin 0.3% eye drops;1103010Y0BBAAAA;Eye drops;0.30%;2018-11-09;2018-11-09;1
Exorex Hair and Body shampoo;;Shampoo;;2018-11-09;2018-11-09;1
Exorex lotion;1305020C0BRAACX;Cutaneous emulsion;0;2018-11-09;2018-11-09;1
Exorex lotion;1305020C0BRAACX;Cutaneous emulsion;5%;2018-11-09;2018-11-09;1
Exorex lotion;1305020C0BRAACX;Cutaneous emulsion;5.00%;2018-11-09;2018-11-09;1
Exorex moisturising cream;130502000BBBDA0;CREAM;;2018-11-09;2018-11-09;1
Exorex moisturising cream;130502000BBBDA0;cream;;2018-11-09;2018-11-09;1
Exterol 5% ear drops;1201030N0BBAAAA;Ear drops;0;2018-11-09;2018-11-09;1
Exterol 5% ear drops;1201030N0BBAAAA;Ear drops;5%;2018-11-09;2018-11-09;1
Exterol 5% ear drops;1201030N0BBAAAA;Ear drops;5.00%;2018-11-09;2018-11-09;1
Eydelto 20mg/ml eye drops;1106000P0BDAAAC;;20mg/ml;2018-11-09;2018-11-09;1
EyeGel 0.2% eye gel;;Eye drops;0%;2018-11-09;2018-11-09;1
EyeGel 0.2% eye gel;;Eye drops;0.20%;2018-11-09;2018-11-09;1
Eysano 2.5mg/ml eye drops;1106000Z0BIAAAT;Eye drops;2.5mg/ml;2018-11-09;2018-11-09;1
Eytazox 250mg modified-release capsules;1106000B0BCAAAL;Modified-release capsule;250mg;2018-11-09;2018-11-09;1
Ezetrol 10mg tablets;0212000L0BBAAAA;Tablet;10mg;2018-11-09;2018-11-09;1
FML Liquifilm 0.1% ophthalmic suspension;1104010K0BBAAAA;Eye drops;0;2018-11-09;2018-11-09;1
FML Liquifilm 0.1% ophthalmic suspension;1104010K0BBAAAA;Eye drops;0%;2018-11-09;2018-11-09;1
FML Liquifilm 0.1% ophthalmic suspension;1104010K0BBAAAA;Eye drops;0.10%;2018-11-09;2018-11-09;1
FSC Co-Q-10 30mg capsules;091102000BBGLAI;Capsule;30mg;2018-11-09;2018-11-09;1
FSC High Strength Vitamin D3 2,500unit capsules;0906040G0DTABDX;Capsule;2500unit;2018-11-09;2018-11-09;1
FSC Vitamin D3 400unit tablets;0906040G0DTACEL;Tablet;400unit;2018-11-09;2018-11-09;1
Facepiece with belt and adjustable rubber understraps small, compatible with MK11, MK12 urinal system;;Urinal systems;0414,small;2018-11-09;2018-11-09;1
Faecal collector;;Faecal collectors;9821,1litre;2018-11-09;2018-11-09;1
Faecal collector;;Faecal collectors;9822,500ml;2018-11-09;2018-11-09;1
Famvir 125mg tablets;0503021E0BBABAB;Tablet;125mg;2018-11-09;2018-11-09;1
Famvir 250mg tablets;0503021E0BBAAAA;Tablet;250mg;2018-11-09;2018-11-09;1
Famvir 500mg tablets;0503021E0BBADAD;Tablet;500mg;2018-11-09;2018-11-09;1
Famvir 750mg tablets;0503021E0BBACAC;Tablet;750mg;2018-11-09;2018-11-09;1
Faramsil 400microgram modified-release tablets;0704010U0BVAAAB;Modified-release tablet;400microgram;2018-11-09;2018-11-09;1
Farco-fill Protect catheter inflation solution;;CATH INFL SOL;10ML;2018-11-09;2018-11-09;1
Fareston 60mg tablets;0803041U0BBAAAA;Tablet;60mg;2018-11-09;2018-11-09;1
Fasigyn 500mg tablets;0501110G0BBAAAB;Tablet;500mg;2018-11-09;2018-11-09;1
Faslodex 250mg/5ml solution for injection pre-filled syringes;0803041AABBAAAA;Solution for injection;250mg/5ml;2018-11-09;2018-11-09;1
FastClix lancets 0.3mm/30gauge;;LANCET;0.3MM/30G;2018-11-09;2018-11-09;1
Fate low protein all purpose mix;090401010BEAAAA;MIX;500G;2018-11-09;2018-11-09;1
Fate low protein all purpose mix;090401010BEAAAA;flour mix;;2018-11-09;2018-11-09;1
Fate low protein chocolate cake mix;;CAKE MIX;2 X 250G;2018-11-09;2018-11-09;1
Fate low protein chocolate cake mix;;cake mix;2 x 250g sachets;2018-11-09;2018-11-09;1
Fate low protein plain cake mix;;MIX;2 X 250G;2018-11-09;2018-11-09;1
Fate low protein plain cake mix;;cake mix;2 x 250g sachets;2018-11-09;2018-11-09;1
Faverin 100mg tablets;0403030L0BBABAB;Tablet;100mg;2018-11-09;2018-11-09;1
Faverin 50mg tablets;0403030L0BBAAAA;Tablet;50mg;2018-11-09;2018-11-09;1
Feanolla 75microgram tablets;0703021Q0BIAAAA;Tablet;75microgram;2018-11-09;2018-11-09;1
Feldene 0.5% gel;1003020R0BBAAAA;Gel;0;2018-11-09;2018-11-09;1
Feldene 0.5% gel;1003020R0BBAAAA;Gel;0.50%;2018-11-09;2018-11-09;1
Feldene 0.5% gel;1003020R0BBAAAA;Gel;1%;2018-11-09;2018-11-09;1
Feldene 10mg capsules;1001010R0BBAAAA;Capsule;10mg;2018-11-09;2018-11-09;1
Feldene 20 capsules;1001010R0BBABAB;Capsule;20mg;2018-11-09;2018-11-09;1
Feldene Melt 20mg tablets;1001010R0BBAGAG;TABLETS;20MG;2018-11-09;2018-11-09;1
Feldene Melt 20mg tablets;1001010R0BBAGAG;orodispersible tablets;20mg;2018-11-09;2018-11-09;1
Felotens XL 2.5mg tablets;0206020F0BEACAD;Modified-release tablet;2.5mg;2018-11-09;2018-11-09;1
Felotens XL 5mg tablets;0206020F0BEAAAB;Modified-release tablet;5mg;2018-11-09;2018-11-09;1
FemCap 22mm;;CONTRACEPT CAP;22-30MM;2018-11-09;2018-11-09;1
FemCap 22mm;;DURBIN PLC;22MM;2018-11-09;2018-11-09;1
FemSeven 100 patches;0604011G0BKACBP;Transdermal patch;100microgram/24 hours;2018-11-09;2018-11-09;1
FemSeven 50 patches;0604011G0BKAABM;Transdermal patch;50microgram/24 hours;2018-11-09;2018-11-09;1
FemSeven 75 patches;0604011G0BKABBQ;Transdermal patch;75microgram/24 hours;2018-11-09;2018-11-09;1
FemSeven Conti patches;0604011L0BWAABJ;Transdermal patch;50microgram/24 hours /  7microgram/24 hours;2018-11-09;2018-11-09;1
FemSeven Sequi patches;0604011L0BVAABI;PATCHES;;2018-11-09;2018-11-09;1
Femara 2.5mg tablets;0803041L0BBAAAA;Tablet;2.5mg;2018-11-09;2018-11-09;1
Femmax vaginal dilator;;DILATOR KIT;;2018-11-09;2018-11-09;1
Femodene ED tablets;0703010F0BJABAG;TABLETS;;2018-11-09;2018-11-09;1
Femodene tablets;0703010F0BJAAAE;Tablet;30microgram /  75microgram;2018-11-09;2018-11-09;1
Femodette tablets;0703010E0BDAAAC;Tablet;20microgram /  75microgram;2018-11-09;2018-11-09;1
Femoston 1/10mg tablets;;TABLETS;;2018-11-09;2018-11-09;1
Femoston 2/10mg tablets;;TABLETS;;2018-11-09;2018-11-09;1
Femoston-conti 0.5mg/2.5mg tablets;0604011L0BKAEBL;Tablet;500microgram /  2.5mg;2018-11-09;2018-11-09;1
Femoston-conti 1mg/5mg tablets;0604011L0BKADBD;Tablet;1mg /  5mg;2018-11-09;2018-11-09;1
Femulen 500microgram tablets;0703021C0BBAAAA;Tablet;500microgram;2018-11-09;2018-11-09;1
Fenactol 50mg gastro-resistant tablets;1001010C0CJABAE;Gastro-resistant tablet;50mg;2018-11-09;2018-11-09;1
